Crash ID,Agency,City,County,Crash Death Count,Crash Severity,Crash Year,Day of Week,Latitude,Longitude,Charge
15182740,Addison Police Department,Addison,Dallas,0,Not Injured,2016,Friday,32.93998075,-96.85555928,No Data
15182740,Addison Police Department,Addison,Dallas,0,Not Injured,2016,Friday,32.93998075,-96.85555928,DRIVING WHILE INTOXICATED
15182740,Addison Police Department,Addison,Dallas,0,Not Injured,2016,Friday,32.93998075,-96.85555928,POSSESSION OF DRUG PARAPHERNALIA
15182857,Frisco Police Department,Frisco,Denton,0,Not Injured,2016,Friday,33.17024418,-96.85049253,DRIVING WHILE INTOXICATED
15183231,Alamo Heights Police Department,Alamo Heights,Bexar,0,Not Injured,2016,Friday,29.47267841,-98.46281735,DRIVING WHILE INTOXICATED >.15
15184986,"Department Of Public Safety, State Of Texas",Rural Harrison County,Harrison,0,Not Injured,2016,Friday,32.43002177,-94.39412852,NONE
15184986,"Department Of Public Safety, State Of Texas",Rural Harrison County,Harrison,0,Not Injured,2016,Friday,32.43002177,-94.39412852,"FAIL TO STOP AND RENDER AID, DRIVING WHILE INTOXICATED 1ST, WRONG SIDE ROAD - NOT PASSING"
15185022,"Department Of Public Safety, State Of Texas",Crane,Crane,0,Not Injured,2016,Friday,31.38864311,-102.3559994,DRIVING WHILE INTOXICATED
15185113,Arlington Police Department,Arlington,Tarrant,0,Not Injured,2016,Friday,32.66402429,-97.17099479,DWI
15186972,Crockett Police Department,Crockett,Houston,0,Not Injured,2016,Friday,31.31120682,-95.47757721,DRIVING WHILE INTOXICATED
15186972,Crockett Police Department,Crockett,Houston,0,Not Injured,2016,Friday,31.31120682,-95.47757721,No Data
15188315,"Department Of Public Safety, State Of Texas",Rural Lubbock County,Lubbock,0,Not Injured,2016,Friday,33.66717456,-101.6464623,DRIVING WHILE INTOXICATED
15188705,"Department Of Public Safety, State Of Texas",Rural Jones County,Jones,0,Non-Incapacitating Injury,2016,Friday,32.72687202,-99.69461097,"DRIVING WHILE INTOXICATED WITH CHILD PASSENGER, NO DRIVER LICENSE"
15188705,"Department Of Public Safety, State Of Texas",Rural Jones County,Jones,0,Non-Incapacitating Injury,2016,Friday,32.72687202,-99.69461097,OPEN CONTAINER-PASSENGER
15188705,"Department Of Public Safety, State Of Texas",Rural Jones County,Jones,0,Non-Incapacitating Injury,2016,Friday,32.72687202,-99.69461097,No Data
15188705,"Department Of Public Safety, State Of Texas",Rural Jones County,Jones,0,Non-Incapacitating Injury,2016,Friday,32.72687202,-99.69461097,No Data
15188705,"Department Of Public Safety, State Of Texas",Rural Jones County,Jones,0,Non-Incapacitating Injury,2016,Friday,32.72687202,-99.69461097,No Data
15188705,"Department Of Public Safety, State Of Texas",Rural Jones County,Jones,0,Non-Incapacitating Injury,2016,Friday,32.72687202,-99.69461097,No Data
15190007,Williamson County Sheriff's Office,Rural Williamson County,Williamson,0,Not Injured,2016,Friday,30.74857479,-97.7816393,DWI 2ND
15198817,"Department Of Public Safety, State Of Texas",Rural Johnson County,Johnson,0,Incapacitating Injury,2016,Friday,32.47981703,-97.48919852,DRIVING WHILE INTOXICATED
15211550,Houston Police Department,Houston,Harris,0,Not Injured,2016,Friday,29.71358848,-95.50273199,No Data
15211550,Houston Police Department,Houston,Harris,0,Not Injured,2016,Friday,29.71358848,-95.50273199,No Data
15405252,Mesquite Police Department,Mesquite,Dallas,1,Killed,2016,Friday,32.81671135,-96.64061476,"FAIL TO STOP AT ACCIDENT INVOLVING DEATH, INTOXICATION MANSLAUGHTER"
15405252,Mesquite Police Department,Mesquite,Dallas,1,Killed,2016,Friday,32.81671135,-96.64061476,No Data
15405252,Mesquite Police Department,Mesquite,Dallas,1,Killed,2016,Friday,32.81671135,-96.64061476,No Data
15405252,Mesquite Police Department,Mesquite,Dallas,1,Killed,2016,Friday,32.81671135,-96.64061476,No Data
15405252,Mesquite Police Department,Mesquite,Dallas,1,Killed,2016,Friday,32.81671135,-96.64061476,No Data
15405252,Mesquite Police Department,Mesquite,Dallas,1,Killed,2016,Friday,32.81671135,-96.64061476,No Data
15176010,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Saturday,29.47404256,-98.5291719,DWI 3RD OR MORE
15176072,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Saturday,29.5446675,-98.57885805,No Data
15176072,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Saturday,29.5446675,-98.57885805,No Data
15176312,Dallas Police Department,Dallas,Dallas,0,Non-Incapacitating Injury,2016,Saturday,32.81230425,-96.75465258,No Data
15176312,Dallas Police Department,Dallas,Dallas,0,Non-Incapacitating Injury,2016,Saturday,32.81230425,-96.75465258,No Data
15176312,Dallas Police Department,Dallas,Dallas,0,Non-Incapacitating Injury,2016,Saturday,32.81230425,-96.75465258,No Data
15176314,Hopkins County Sheriff's Office,Rural Hopkins County,Hopkins,0,Not Injured,2016,Saturday,33.15334834,-95.43196018,DRIVING WHILE INTOXICATED 1ST
15176314,Hopkins County Sheriff's Office,Rural Hopkins County,Hopkins,0,Not Injured,2016,Saturday,33.15334834,-95.43196018,No Data
15176314,Hopkins County Sheriff's Office,Rural Hopkins County,Hopkins,0,Not Injured,2016,Saturday,33.15334834,-95.43196018,No Data
15176314,Hopkins County Sheriff's Office,Rural Hopkins County,Hopkins,0,Not Injured,2016,Saturday,33.15334834,-95.43196018,No Data
15176663,Waco Police Department,Waco,McLennan,0,Possible Injury,2016,Saturday,31.53894163,-97.13404597,DWI
15176663,Waco Police Department,Waco,McLennan,0,Possible Injury,2016,Saturday,31.53894163,-97.13404597,No Data
15176663,Waco Police Department,Waco,McLennan,0,Possible Injury,2016,Saturday,31.53894163,-97.13404597,NO DRIVERS LICENSE
15176663,Waco Police Department,Waco,McLennan,0,Possible Injury,2016,Saturday,31.53894163,-97.13404597,No Data
15176689,Houston Police Department,Houston,Harris,0,Non-Incapacitating Injury,2016,Saturday,29.83736513,-95.33351955,DWI
15176689,Houston Police Department,Houston,Harris,0,Non-Incapacitating Injury,2016,Saturday,29.83736513,-95.33351955,No Data
15176689,Houston Police Department,Houston,Harris,0,Non-Incapacitating Injury,2016,Saturday,29.83736513,-95.33351955,No Data
15176770,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Saturday,29.42140497,-98.48095232,DWI
15176883,Southlake Police Department,Southlake,Tarrant,0,Non-Incapacitating Injury,2016,Saturday,32.96110161,-97.14324128,DRIVING WHILE INTOXICATED
15177122,Gainesville Police Department,Gainesville,Cooke,0,Not Injured,2016,Saturday,33.63026411,-97.13586243,DRIVING WHILE INTOXICATED
15178760,Plano Police Department,Plano,Collin,0,Possible Injury,2016,Saturday,33.0855242,-96.81837255,DRIVING WHILE INTOXICATED
15178760,Plano Police Department,Plano,Collin,0,Possible Injury,2016,Saturday,33.0855242,-96.81837255,No Data
15179101,"Department Of Public Safety, State Of Texas",Rural Montgomery County,Montgomery,0,Non-Incapacitating Injury,2016,Saturday,30.12686613,-95.44322678,DRIVING WHILE INTOXICATED 2ND
15179101,"Department Of Public Safety, State Of Texas",Rural Montgomery County,Montgomery,0,Non-Incapacitating Injury,2016,Saturday,30.12686613,-95.44322678,No Data
15179101,"Department Of Public Safety, State Of Texas",Rural Montgomery County,Montgomery,0,Non-Incapacitating Injury,2016,Saturday,30.12686613,-95.44322678,No Data
15179101,"Department Of Public Safety, State Of Texas",Rural Montgomery County,Montgomery,0,Non-Incapacitating Injury,2016,Saturday,30.12686613,-95.44322678,No Data
15179101,"Department Of Public Safety, State Of Texas",Rural Montgomery County,Montgomery,0,Non-Incapacitating Injury,2016,Saturday,30.12686613,-95.44322678,No Data
15179108,Irving Police Department,Irving,Dallas,0,Not Injured,2016,Saturday,32.85798829,-96.93267695,DRIVING WHILE INTOXICATED
15179108,Irving Police Department,Irving,Dallas,0,Not Injured,2016,Saturday,32.85798829,-96.93267695,No Data
15179108,Irving Police Department,Irving,Dallas,0,Not Injured,2016,Saturday,32.85798829,-96.93267695,No Data
15179108,Irving Police Department,Irving,Dallas,0,Not Injured,2016,Saturday,32.85798829,-96.93267695,No Data
15179783,Houston Police Department,Houston,Harris,0,Unknown,2016,Saturday,29.85979737,-95.37201273,"DWI, PCS PG 1"
15179783,Houston Police Department,Houston,Harris,0,Unknown,2016,Saturday,29.85979737,-95.37201273,No Data
15179855,Round Rock Police Department,Round Rock,Williamson,0,Not Injured,2016,Saturday,30.55820084,-97.69252777,DRIVING WHILE INTOXICATED
15179855,Round Rock Police Department,Round Rock,Williamson,0,Not Injured,2016,Saturday,30.55820084,-97.69252777,No Data
15179861,Houston Police Department,Houston,Harris,0,Not Injured,2016,Saturday,No Data,No Data,"DWI, FSGI VEHICLE"
15179861,Houston Police Department,Houston,Harris,0,Not Injured,2016,Saturday,No Data,No Data,No Data
15179887,"Department Of Public Safety, State Of Texas",Rural Medina County,Medina,0,Not Injured,2016,Saturday,29.18025297,-98.89853998,DRIVING WHILE INTOXICATED - 2ND
15180793,Arlington Police Department,Arlington,Tarrant,0,Not Injured,2016,Saturday,32.76914139,-97.09709084,"DWLI, DWI"
15180793,Arlington Police Department,Arlington,Tarrant,0,Not Injured,2016,Saturday,32.76914139,-97.09709084,No Data
15181433,Amarillo Police Department,Amarillo,Potter,0,Not Injured,2016,Saturday,35.18410925,-101.8752251,No Data
15181535,"Department Of Public Safety, State Of Texas",Rural Ellis County,Ellis,0,Not Injured,2016,Saturday,32.52577911,-96.75067933,DRIVING WHILE INTOXICATED
15181628,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Saturday,29.85036479,-95.57024303,DRIVING WHILE INTOXICATED
15181628,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Saturday,29.85036479,-95.57024303,No Data
15181640,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Saturday,29.85066534,-95.60620821,DRIVING WHILE INTOXICATED
15181640,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Saturday,29.85066534,-95.60620821,No Data
15181640,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Saturday,29.85066534,-95.60620821,No Data
15181640,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Saturday,29.85066534,-95.60620821,No Data
15181640,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Saturday,29.85066534,-95.60620821,No Data
15181782,"Department Of Public Safety, State Of Texas",Georgetown,Williamson,0,Not Injured,2016,Saturday,30.62046242,-97.61540975,DRIVING WHILE INTOXICATED 1ST OFFENSE
15182375,"Department Of Public Safety, State Of Texas",Rural Orange County,Orange,0,Incapacitating Injury,2016,Saturday,30.22440616,-93.7671004,No Data
15182375,"Department Of Public Safety, State Of Texas",Rural Orange County,Orange,0,Incapacitating Injury,2016,Saturday,30.22440616,-93.7671004,DRIVING WHILE INTOXICATED
15182541,Forney Police Department,Forney,Kaufman,0,Unknown,2016,Saturday,32.76547617,-96.47660981,DRIVING WHILE INTOXICATED
15182541,Forney Police Department,Forney,Kaufman,0,Unknown,2016,Saturday,32.76547617,-96.47660981,No Data
15183801,El Paso Police Department,El Paso,El Paso,0,Not Injured,2016,Saturday,31.70498266,-106.3322191,DRIVING WHILE INTOX. BAC >.15
15184373,Abilene Police Department,Abilene,Taylor,0,Not Injured,2016,Saturday,32.46759576,-99.72587927,DRIVING WHILE INTOXICATED
15185235,"Department Of Public Safety, State Of Texas",Rural Hunt County,Hunt,0,Non-Incapacitating Injury,2016,Saturday,32.85190889,-96.14508913,"FAIL TO GIVE ONE-HALF OF ROADWAY MEETING ONCOMING VEHICLE, DWI- 2ND"
15185235,"Department Of Public Safety, State Of Texas",Rural Hunt County,Hunt,0,Non-Incapacitating Injury,2016,Saturday,32.85190889,-96.14508913,No Data
15185235,"Department Of Public Safety, State Of Texas",Rural Hunt County,Hunt,0,Non-Incapacitating Injury,2016,Saturday,32.85190889,-96.14508913,No Data
15185235,"Department Of Public Safety, State Of Texas",Rural Hunt County,Hunt,0,Non-Incapacitating Injury,2016,Saturday,32.85190889,-96.14508913,No Data
15188056,Brownsville Police Department,Brownsville,Cameron,0,Non-Incapacitating Injury,2016,Saturday,25.97043566,-97.49490268,"DUTY ON STRIKING FIXTURE, STRUCTURE, LANDSCAPING>$200 (X3), DWI; DUTY ON STRIKING UNATTENDED VEH>$200 (X2)"
15189677,"Department Of Public Safety, State Of Texas",Rural Cameron County,Cameron,0,Non-Incapacitating Injury,2016,Saturday,26.12383413,-97.58818613,"NO DRIVER LICENSE WHEN UNLICENSED - NOT CDL, UNSAFE SPEED, DWI 3 OR MORE"
15190740,Sachse Police Department,Sachse,Dallas,0,Not Injured,2016,Saturday,32.96879329,-96.58806727,49.04-DRIVING WHILE INTOXICATED BAC<=.15
15193712,Greenville Police Department,Greenville,Hunt,0,Not Injured,2016,Saturday,33.13088778,-96.09960571,DRIVING WHILE INTOXICATED
15193712,Greenville Police Department,Greenville,Hunt,0,Not Injured,2016,Saturday,33.13088778,-96.09960571,No Data
15196632,Houston Police Department,Houston,Harris,1,Killed,2016,Saturday,29.56732752,-95.16692368,No Data
15196632,Houston Police Department,Houston,Harris,1,Killed,2016,Saturday,29.56732752,-95.16692368,No Data
15196632,Houston Police Department,Houston,Harris,1,Killed,2016,Saturday,29.56732752,-95.16692368,No Data
15196632,Houston Police Department,Houston,Harris,1,Killed,2016,Saturday,29.56732752,-95.16692368,No Data
15196632,Houston Police Department,Houston,Harris,1,Killed,2016,Saturday,29.56732752,-95.16692368,No Data
15196645,"Department Of Public Safety, State Of Texas",Rural Orange County,Orange,0,Non-Incapacitating Injury,2016,Saturday,30.0919983,-93.82044737,FAIL TO DRIVE IN SINGLE LANE
15196645,"Department Of Public Safety, State Of Texas",Rural Orange County,Orange,0,Non-Incapacitating Injury,2016,Saturday,30.0919983,-93.82044737,No Data
15196645,"Department Of Public Safety, State Of Texas",Rural Orange County,Orange,0,Non-Incapacitating Injury,2016,Saturday,30.0919983,-93.82044737,DRIVING WHILE INTOXICATED-1ST OFFENSE
15197798,Garland Police Department,Garland,Dallas,1,Killed,2016,Saturday,32.86905036,-96.6692913,No Data
15199179,San Antonio Police Department,San Antonio,Bexar,0,Incapacitating Injury,2016,Saturday,29.42273497,-98.48325232,INTOXICATION ASSAULT
15199179,San Antonio Police Department,San Antonio,Bexar,0,Incapacitating Injury,2016,Saturday,29.42273497,-98.48325232,FAIL TO STOP AND RENDER AID
15199179,San Antonio Police Department,San Antonio,Bexar,0,Incapacitating Injury,2016,Saturday,29.42273497,-98.48325232,No Data
15199179,San Antonio Police Department,San Antonio,Bexar,0,Incapacitating Injury,2016,Saturday,29.42273497,-98.48325232,No Data
15199179,San Antonio Police Department,San Antonio,Bexar,0,Incapacitating Injury,2016,Saturday,29.42273497,-98.48325232,No Data
15200181,Houston Police Department,Houston,Harris,0,Not Injured,2016,Saturday,29.83130478,-95.3020731,DWI
15200181,Houston Police Department,Houston,Harris,0,Not Injured,2016,Saturday,29.83130478,-95.3020731,No Data
15200366,"Department Of Public Safety, State Of Texas",Rural Delta County,Delta,0,Incapacitating Injury,2016,Saturday,33.39359576,-95.52290185,"DWI - 1ST, UNSAFE SPEED"
15200366,"Department Of Public Safety, State Of Texas",Rural Delta County,Delta,0,Incapacitating Injury,2016,Saturday,33.39359576,-95.52290185,No Data
15204559,Corpus Christi Police Department,Corpus Christi,Nueces,0,Not Injured,2016,Saturday,No Data,No Data,DRIVING UNDER THE INFLUENCE OF ALCOHOL BY MINOR
15204669,Corpus Christi Police Department,Corpus Christi,Nueces,0,Not Injured,2016,Saturday,27.73821528,-97.40696265,DRIVING WHILE INTOXICATED
15204669,Corpus Christi Police Department,Corpus Christi,Nueces,0,Not Injured,2016,Saturday,27.73821528,-97.40696265,No Data
15204669,Corpus Christi Police Department,Corpus Christi,Nueces,0,Not Injured,2016,Saturday,27.73821528,-97.40696265,No Data
15204669,Corpus Christi Police Department,Corpus Christi,Nueces,0,Not Injured,2016,Saturday,27.73821528,-97.40696265,No Data
15204669,Corpus Christi Police Department,Corpus Christi,Nueces,0,Not Injured,2016,Saturday,27.73821528,-97.40696265,No Data
15209606,Laredo Police Department,Laredo,Webb,0,Possible Injury,2016,Saturday,No Data,No Data,No Data
15176612,"Department Of Public Safety, State Of Texas",Rural Kerr County,Kerr,0,Not Injured,2016,Sunday,29.97569922,-98.94356804,DRIVING WHILE INTOXICATED
15177074,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.5358851,-98.41105785,No Data
15177074,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.5358851,-98.41105785,No Data
15177074,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.5358851,-98.41105785,DWI 1ST
15177129,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.41504435,-98.57397262,DWI 1ST
15177137,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.50493081,-98.5509391,DWI
15177137,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.50493081,-98.5509391,No Data
15177137,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.50493081,-98.5509391,No Data
15177137,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.50493081,-98.5509391,No Data
15177137,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.50493081,-98.5509391,No Data
15177137,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.50493081,-98.5509391,No Data
15177137,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.50493081,-98.5509391,No Data
15177138,Arlington Police Department,Arlington,Tarrant,0,Non-Incapacitating Injury,2016,Sunday,32.74104723,-97.05374831,DWI
15177138,Arlington Police Department,Arlington,Tarrant,0,Non-Incapacitating Injury,2016,Sunday,32.74104723,-97.05374831,No Data
15177138,Arlington Police Department,Arlington,Tarrant,0,Non-Incapacitating Injury,2016,Sunday,32.74104723,-97.05374831,No Data
15177156,Pflugerville Police Department,Pflugerville,Travis,0,Not Injured,2016,Sunday,30.46043819,-97.63488453,"FAIL TO MAINTAIN SAFE ASSURED CLEAR DISTANCE, DRIVING WHILE INTOXICATED, NO DRIVER'S LICENSE"
15177159,San Antonio Police Department,San Antonio,Bexar,0,Non-Incapacitating Injury,2016,Sunday,29.32006206,-98.55210675,DWI
15177159,San Antonio Police Department,San Antonio,Bexar,0,Non-Incapacitating Injury,2016,Sunday,29.32006206,-98.55210675,No Data
15177281,Houston Police Department,Houston,Harris,0,Not Injured,2016,Sunday,29.80267954,-95.42297486,DWI
15177281,Houston Police Department,Houston,Harris,0,Not Injured,2016,Sunday,29.80267954,-95.42297486,No Data
15178055,Plainview Police Department,Plainview,Hale,0,Not Injured,2016,Sunday,No Data,No Data,DRIVING WHILE INTOXICATED 3RD OR MORE
15178159,Ennis Police Department,Ennis,Ellis,0,Possible Injury,2016,Sunday,32.34973805,-96.62531452,DWI 3RD OR MORE
15178443,Plano Police Department,Plano,Collin,0,Non-Incapacitating Injury,2016,Sunday,33.07685002,-96.82510255,DRIVING WHILE INTOXICATED
15178443,Plano Police Department,Plano,Collin,0,Non-Incapacitating Injury,2016,Sunday,33.07685002,-96.82510255,No Data
15178443,Plano Police Department,Plano,Collin,0,Non-Incapacitating Injury,2016,Sunday,33.07685002,-96.82510255,No Data
15178638,Austin Police Department,Austin,Travis,0,Not Injured,2016,Sunday,No Data,No Data,DWI
15178638,Austin Police Department,Austin,Travis,0,Not Injured,2016,Sunday,No Data,No Data,No Data
15178638,Austin Police Department,Austin,Travis,0,Not Injured,2016,Sunday,No Data,No Data,No Data
15178638,Austin Police Department,Austin,Travis,0,Not Injured,2016,Sunday,No Data,No Data,No Data
15178638,Austin Police Department,Austin,Travis,0,Not Injured,2016,Sunday,No Data,No Data,No Data
15178638,Austin Police Department,Austin,Travis,0,Not Injured,2016,Sunday,No Data,No Data,No Data
15178638,Austin Police Department,Austin,Travis,0,Not Injured,2016,Sunday,No Data,No Data,No Data
15178638,Austin Police Department,Austin,Travis,0,Not Injured,2016,Sunday,No Data,No Data,No Data
15178654,Austin Police Department,Austin,Travis,0,Non-Incapacitating Injury,2016,Sunday,30.32556534,-97.67331696,"FAILURE TO STOP AND RENDER AID, DWI"
15178654,Austin Police Department,Austin,Travis,0,Non-Incapacitating Injury,2016,Sunday,30.32556534,-97.67331696,No Data
15178655,Austin Police Department,Austin,Travis,0,Non-Incapacitating Injury,2016,Sunday,30.3541418,-97.69773915,DRIVING WHILE INTOXICATED
15178655,Austin Police Department,Austin,Travis,0,Non-Incapacitating Injury,2016,Sunday,30.3541418,-97.69773915,No Data
15178891,Killeen Police Department,Killeen,Bell,0,Possible Injury,2016,Sunday,31.07708339,-97.68538868,DRIVING WHILE INTOXICATED
15178891,Killeen Police Department,Killeen,Bell,0,Possible Injury,2016,Sunday,31.07708339,-97.68538868,No Data
15179059,"Department Of Public Safety, State Of Texas",Rural San Jacinto County,San Jacinto,1,Killed,2016,Sunday,30.54989068,-94.90223331,No Data
15179344,"Department Of Public Safety, State Of Texas",Rural Bastrop County,Bastrop,2,Killed,2016,Sunday,30.27547474,-97.33339275,"INTOXICATION MANSLAUGHTER, INTOXICATION MANSLAUGHTER, FAIL TO STOP AND RENDER AID-RESULTING IN DEATH"
15179344,"Department Of Public Safety, State Of Texas",Rural Bastrop County,Bastrop,2,Killed,2016,Sunday,30.27547474,-97.33339275,No Data
15179344,"Department Of Public Safety, State Of Texas",Rural Bastrop County,Bastrop,2,Killed,2016,Sunday,30.27547474,-97.33339275,No Data
15179499,"Department Of Public Safety, State Of Texas",Rural Hill County,Hill,0,Not Injured,2016,Sunday,32.09635428,-97.02291692,DWI 2ND
15179499,"Department Of Public Safety, State Of Texas",Rural Hill County,Hill,0,Not Injured,2016,Sunday,32.09635428,-97.02291692,No Data
15179499,"Department Of Public Safety, State Of Texas",Rural Hill County,Hill,0,Not Injured,2016,Sunday,32.09635428,-97.02291692,No Data
15179703,Dallas Police Department,Dallas,Dallas,0,Not Injured,2016,Sunday,32.91485123,-96.76765641,NO VALID TEXAS DRIVER'S LICENSE
15179703,Dallas Police Department,Dallas,Dallas,0,Not Injured,2016,Sunday,32.91485123,-96.76765641,No Data
15179796,El Paso Police Department,El Paso,El Paso,0,Not Injured,2016,Sunday,31.76962822,-106.4844864,DRIVING WHILE INTOXICATED
15181386,El Paso Police Department,El Paso,El Paso,0,Not Injured,2016,Sunday,31.83705651,-106.5309143,DWI
15181598,Longview Police Department,Longview,Gregg,0,Not Injured,2016,Sunday,32.46011387,-94.7312607,DRIVING WHILE INTOXICATED
15181994,Harris County Sheriff's Office,Rural Harris County,Harris,0,Non-Incapacitating Injury,2016,Sunday,29.88392478,-95.58923303,DRIVING WHILE INTOXICATED (BAC >= 0.15)
15181994,Harris County Sheriff's Office,Rural Harris County,Harris,0,Non-Incapacitating Injury,2016,Sunday,29.88392478,-95.58923303,No Data
15181994,Harris County Sheriff's Office,Rural Harris County,Harris,0,Non-Incapacitating Injury,2016,Sunday,29.88392478,-95.58923303,No Data
15181994,Harris County Sheriff's Office,Rural Harris County,Harris,0,Non-Incapacitating Injury,2016,Sunday,29.88392478,-95.58923303,No Data
15182814,Baytown Police Department,Baytown,Harris,0,Possible Injury,2016,Sunday,29.80467167,-94.98172441,"DRIVING WHILE INTOXICATED, FAIL TO STOP AND RENDER AID"
15182814,Baytown Police Department,Baytown,Harris,0,Possible Injury,2016,Sunday,29.80467167,-94.98172441,No Data
15182814,Baytown Police Department,Baytown,Harris,0,Possible Injury,2016,Sunday,29.80467167,-94.98172441,No Data
15183475,San Antonio Police Department,San Antonio,Bexar,0,Possible Injury,2016,Sunday,29.3557179,-98.56292052,No Data
15183475,San Antonio Police Department,San Antonio,Bexar,0,Possible Injury,2016,Sunday,29.3557179,-98.56292052,DWI -1ST
15183589,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Sunday,29.59781369,-95.38681025,DRIVING WHILE INTOXICATED
15183589,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Sunday,29.59781369,-95.38681025,No Data
15183589,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Sunday,29.59781369,-95.38681025,No Data
15183589,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Sunday,29.59781369,-95.38681025,No Data
15183589,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Sunday,29.59781369,-95.38681025,No Data
15184945,"Department Of Public Safety, State Of Texas",Rural San Jacinto County,San Jacinto,0,Not Injured,2016,Sunday,30.52452426,-95.34191945,DRIVING WHILE INTOXICATED 1ST OFFENSE
15184968,Frisco Police Department,Frisco,Collin,0,Not Injured,2016,Sunday,33.12392655,-96.82315591,DRIVING WHILE INTOXICATED
15185078,Lubbock Police Department,Lubbock,Lubbock,0,Non-Incapacitating Injury,2016,Sunday,33.51971427,-101.9223814,"FAILURE TO LEAVE INFORMATION UPON STRIKING ATTENDED VEHICLE, DRIVING WHILE INTOXICATED"
15185078,Lubbock Police Department,Lubbock,Lubbock,0,Non-Incapacitating Injury,2016,Sunday,33.51971427,-101.9223814,No Data
15185098,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.44643351,-98.53804863,DWI 2ND
15187653,El Paso Police Department,El Paso,El Paso,0,Not Injured,2016,Sunday,31.77188485,-106.4615303,No Data
15187653,El Paso Police Department,El Paso,El Paso,0,Not Injured,2016,Sunday,31.77188485,-106.4615303,No Data
15187653,El Paso Police Department,El Paso,El Paso,0,Not Injured,2016,Sunday,31.77188485,-106.4615303,No Data
15187840,Harris County Sheriff's Office,Rural Harris County,Harris,0,Possible Injury,2016,Sunday,29.96521765,-95.44018021,No Data
15187840,Harris County Sheriff's Office,Rural Harris County,Harris,0,Possible Injury,2016,Sunday,29.96521765,-95.44018021,No Data
15187840,Harris County Sheriff's Office,Rural Harris County,Harris,0,Possible Injury,2016,Sunday,29.96521765,-95.44018021,No Data
15187840,Harris County Sheriff's Office,Rural Harris County,Harris,0,Possible Injury,2016,Sunday,29.96521765,-95.44018021,No Data
15188330,"Department Of Public Safety, State Of Texas",Rural Lubbock County,Lubbock,0,Incapacitating Injury,2016,Sunday,33.67157844,-101.8709429,DRIVING WHILE INTOXICATED
15188330,"Department Of Public Safety, State Of Texas",Rural Lubbock County,Lubbock,0,Incapacitating Injury,2016,Sunday,33.67157844,-101.8709429,No Data
15188524,"Department Of Public Safety, State Of Texas",Austin,Travis,0,Possible Injury,2016,Sunday,30.27861478,-97.73502246,DRIVING WHILE INTOXICATED-1ST OFFENSE
15188524,"Department Of Public Safety, State Of Texas",Austin,Travis,0,Possible Injury,2016,Sunday,30.27861478,-97.73502246,No Data
15188618,"Department Of Public Safety, State Of Texas",Santa Clara,Guadalupe,0,Not Injured,2016,Sunday,29.59092336,-98.17520869,DRIVING WHILE INTOXICATED-1ST
15188618,"Department Of Public Safety, State Of Texas",Santa Clara,Guadalupe,0,Not Injured,2016,Sunday,29.59092336,-98.17520869,No Data
15189411,"Department Of Public Safety, State Of Texas",Rural Hood County,Hood,0,Possible Injury,2016,Sunday,32.51188877,-97.6345255,DRIVING WHILE INTOXICATED 1ST
15189588,"Department Of Public Safety, State Of Texas",Rural Erath County,Erath,2,Killed,2016,Sunday,32.36709318,-98.17541699,No Data
15189588,"Department Of Public Safety, State Of Texas",Rural Erath County,Erath,2,Killed,2016,Sunday,32.36709318,-98.17541699,No Data
